pay_date,emp_id,employee_name,department,gross_pay,federal_tax,fica,state_tax,benefits_deduction,net_pay
04/28/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
04/28/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
04/28/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
04/28/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
04/28/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
04/28/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
04/28/2025,E4018,Diego Lee,Engineering,6525.0,913.5,499.16,0.0,424.12,4688.22
04/28/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
04/28/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
04/28/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
04/28/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
04/28/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
04/28/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
04/28/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
04/28/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
04/28/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
04/28/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
04/28/2025,E4030,Jacob Sanchez,Sales & Marketing,4045.83,566.42,309.51,0.0,262.98,2906.92
04/28/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
04/28/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
04/28/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
04/28/2025,E4034,Richard Rivera,Customer Support,2433.33,340.67,186.15,0.0,158.17,1748.34
04/28/2025,E4035,Mark Moore,Customer Support,3179.17,445.08,243.21,0.0,206.65,2284.23
04/28/2025,E4036,Grace Lewis,Customer Support,2941.67,411.83,225.04,0.0,191.21,2113.59
04/28/2025,E4038,Richard Brown,Customer Support,3091.67,432.83,236.51,0.0,200.96,2221.37
04/28/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
04/28/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
04/28/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
04/28/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
04/28/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
04/28/2025,E4044,Mark Smith,G&A,4691.67,656.83,358.91,0.0,304.96,3370.97
04/28/2025,E4045,Jennifer Walker,G&A,5779.17,809.08,442.11,0.0,375.65,4152.33
05/14/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
05/14/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
05/14/2025,E4003,Ronald Chen,Engineering,6054.17,847.58,463.14,0.0,393.52,4349.93
05/14/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
05/14/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
05/14/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
05/14/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
05/14/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
05/14/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
05/14/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
05/14/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
05/14/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
05/14/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
05/14/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
05/14/2025,E4018,Diego Lee,Engineering,6525.0,913.5,499.16,0.0,424.12,4688.22
05/14/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
05/14/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
05/14/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
05/14/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
05/14/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
05/14/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
05/14/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
05/14/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
05/14/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
05/14/2025,E4028,Linda Young,Sales & Marketing,2933.33,410.67,224.4,0.0,190.67,2107.59
05/14/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
05/14/2025,E4030,Jacob Sanchez,Sales & Marketing,4045.83,566.42,309.51,0.0,262.98,2906.92
05/14/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
05/14/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
05/14/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
05/14/2025,E4034,Richard Rivera,Customer Support,2433.33,340.67,186.15,0.0,158.17,1748.34
05/14/2025,E4035,Mark Moore,Customer Support,3179.17,445.08,243.21,0.0,206.65,2284.23
05/14/2025,E4036,Grace Lewis,Customer Support,2941.67,411.83,225.04,0.0,191.21,2113.59
05/14/2025,E4038,Richard Brown,Customer Support,3091.67,432.83,236.51,0.0,200.96,2221.37
05/14/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
05/14/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
05/14/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
05/14/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
05/14/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
05/14/2025,E4044,Mark Smith,G&A,4691.67,656.83,358.91,0.0,304.96,3370.97
05/14/2025,E4045,Jennifer Walker,G&A,5779.17,809.08,442.11,0.0,375.65,4152.33
05/28/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
05/28/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
05/28/2025,E4003,Ronald Chen,Engineering,6054.17,847.58,463.14,0.0,393.52,4349.93
05/28/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
05/28/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
05/28/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
05/28/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
05/28/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
05/28/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
05/28/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
05/28/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
05/28/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
05/28/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
05/28/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
05/28/2025,E4018,Diego Lee,Engineering,6525.0,913.5,499.16,0.0,424.12,4688.22
05/28/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
05/28/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
05/28/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
05/28/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
05/28/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
05/28/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
05/28/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
05/28/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
05/28/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
05/28/2025,E4028,Linda Young,Sales & Marketing,2933.33,410.67,224.4,0.0,190.67,2107.59
05/28/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
05/28/2025,E4030,Jacob Sanchez,Sales & Marketing,4045.83,566.42,309.51,0.0,262.98,2906.92
05/28/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
05/28/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
05/28/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
05/28/2025,E4034,Richard Rivera,Customer Support,2433.33,340.67,186.15,0.0,158.17,1748.34
05/28/2025,E4035,Mark Moore,Customer Support,3179.17,445.08,243.21,0.0,206.65,2284.23
05/28/2025,E4036,Grace Lewis,Customer Support,2941.67,411.83,225.04,0.0,191.21,2113.59
05/28/2025,E4038,Richard Brown,Customer Support,3091.67,432.83,236.51,0.0,200.96,2221.37
05/28/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
05/28/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
05/28/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
05/28/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
05/28/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
05/28/2025,E4044,Mark Smith,G&A,4691.67,656.83,358.91,0.0,304.96,3370.97
05/28/2025,E4045,Jennifer Walker,G&A,5779.17,809.08,442.11,0.0,375.65,4152.33
06/14/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
06/14/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
06/14/2025,E4003,Ronald Chen,Engineering,6054.17,847.58,463.14,0.0,393.52,4349.93
06/14/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
06/14/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
06/14/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
06/14/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
06/14/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
06/14/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
06/14/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
06/14/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
06/14/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
06/14/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
06/14/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
06/14/2025,E4018,Diego Lee,Engineering,6525.0,913.5,499.16,0.0,424.12,4688.22
06/14/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
06/14/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
06/14/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
06/14/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
06/14/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
06/14/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
06/14/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
06/14/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
06/14/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
06/14/2025,E4028,Linda Young,Sales & Marketing,2933.33,410.67,224.4,0.0,190.67,2107.59
06/14/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
06/14/2025,E4030,Jacob Sanchez,Sales & Marketing,4045.83,566.42,309.51,0.0,262.98,2906.92
06/14/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
06/14/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
06/14/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
06/14/2025,E4034,Richard Rivera,Customer Support,2433.33,340.67,186.15,0.0,158.17,1748.34
06/14/2025,E4035,Mark Moore,Customer Support,3179.17,445.08,243.21,0.0,206.65,2284.23
06/14/2025,E4036,Grace Lewis,Customer Support,2941.67,411.83,225.04,0.0,191.21,2113.59
06/14/2025,E4037,Sam Clark,Customer Support,3066.67,429.33,234.6,0.0,199.33,2203.41
06/14/2025,E4038,Richard Brown,Customer Support,3091.67,432.83,236.51,0.0,200.96,2221.37
06/14/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
06/14/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
06/14/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
06/14/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
06/14/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
06/14/2025,E4044,Mark Smith,G&A,4691.67,656.83,358.91,0.0,304.96,3370.97
06/14/2025,E4045,Jennifer Walker,G&A,5779.17,809.08,442.11,0.0,375.65,4152.33
06/28/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
06/28/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
06/28/2025,E4003,Ronald Chen,Engineering,6054.17,847.58,463.14,0.0,393.52,4349.93
06/28/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
06/28/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
06/28/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
06/28/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
06/28/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
06/28/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
06/28/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
06/28/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
06/28/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
06/28/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
06/28/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
06/28/2025,E4018,Diego Lee,Engineering,6525.0,913.5,499.16,0.0,424.12,4688.22
06/28/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
06/28/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
06/28/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
06/28/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
06/28/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
06/28/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
06/28/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
06/28/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
06/28/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
06/28/2025,E4028,Linda Young,Sales & Marketing,2933.33,410.67,224.4,0.0,190.67,2107.59
06/28/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
06/28/2025,E4030,Jacob Sanchez,Sales & Marketing,4045.83,566.42,309.51,0.0,262.98,2906.92
06/28/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
06/28/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
06/28/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
06/28/2025,E4034,Richard Rivera,Customer Support,2433.33,340.67,186.15,0.0,158.17,1748.34
06/28/2025,E4035,Mark Moore,Customer Support,3179.17,445.08,243.21,0.0,206.65,2284.23
06/28/2025,E4036,Grace Lewis,Customer Support,2941.67,411.83,225.04,0.0,191.21,2113.59
06/28/2025,E4037,Sam Clark,Customer Support,3066.67,429.33,234.6,0.0,199.33,2203.41
06/28/2025,E4038,Richard Brown,Customer Support,3091.67,432.83,236.51,0.0,200.96,2221.37
06/28/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
06/28/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
06/28/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
06/28/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
06/28/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
06/28/2025,E4044,Mark Smith,G&A,4691.67,656.83,358.91,0.0,304.96,3370.97
06/28/2025,E4045,Jennifer Walker,G&A,5779.17,809.08,442.11,0.0,375.65,4152.33
07/14/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
07/14/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
07/14/2025,E4003,Ronald Chen,Engineering,6054.17,847.58,463.14,0.0,393.52,4349.93
07/14/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
07/14/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
07/14/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
07/14/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
07/14/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
07/14/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
07/14/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
07/14/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
07/14/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
07/14/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
07/14/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
07/14/2025,E4016,Amanda Perez,Engineering,5500.0,770.0,420.75,0.0,357.5,3951.75
07/14/2025,E4018,Diego Lee,Engineering,6525.0,913.5,499.16,0.0,424.12,4688.22
07/14/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
07/14/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
07/14/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
07/14/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
07/14/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
07/14/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
07/14/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
07/14/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
07/14/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
07/14/2025,E4028,Linda Young,Sales & Marketing,2933.33,410.67,224.4,0.0,190.67,2107.59
07/14/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
07/14/2025,E4030,Jacob Sanchez,Sales & Marketing,4045.83,566.42,309.51,0.0,262.98,2906.92
07/14/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
07/14/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
07/14/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
07/14/2025,E4034,Richard Rivera,Customer Support,2433.33,340.67,186.15,0.0,158.17,1748.34
07/14/2025,E4035,Mark Moore,Customer Support,3179.17,445.08,243.21,0.0,206.65,2284.23
07/14/2025,E4036,Grace Lewis,Customer Support,2941.67,411.83,225.04,0.0,191.21,2113.59
07/14/2025,E4037,Sam Clark,Customer Support,3066.67,429.33,234.6,0.0,199.33,2203.41
07/14/2025,E4038,Richard Brown,Customer Support,3091.67,432.83,236.51,0.0,200.96,2221.37
07/14/2025,E4039,Joshua Mitchell,G&A,5541.67,775.83,423.94,0.0,360.21,3981.69
07/14/2025,E4040,Wei Khan,G&A,6166.67,863.33,471.75,0.0,400.83,4430.76
07/14/2025,E4041,Nancy Johnson,G&A,4595.83,643.42,351.58,0.0,298.73,3302.1
07/14/2025,E4042,Linda Patel,G&A,4683.33,655.67,358.27,0.0,304.42,3364.97
07/14/2025,E4043,Michelle Adams,G&A,4600.0,644.0,351.9,0.0,299.0,3305.1
07/14/2025,E4044,Mark Smith,G&A,4691.67,656.83,358.91,0.0,304.96,3370.97
07/14/2025,E4045,Jennifer Walker,G&A,5779.17,809.08,442.11,0.0,375.65,4152.33
07/28/2025,E4001,Charles Rivera,Engineering,6804.17,952.58,520.52,0.0,442.27,4888.8
07/28/2025,E4002,Susan Clark,Engineering,7141.67,999.83,546.34,0.0,464.21,5131.29
07/28/2025,E4003,Ronald Chen,Engineering,6317.7,884.48,483.3,0.0,410.65,4539.27
07/28/2025,E4004,Joshua Singh,Engineering,5391.67,754.83,412.46,0.0,350.46,3873.92
07/28/2025,E4005,Timothy Flores,Engineering,6950.0,973.0,531.67,0.0,451.75,4993.58
07/28/2025,E4006,Nina Moore,Engineering,6108.33,855.17,467.29,0.0,397.04,4388.83
07/28/2025,E4007,Wei Lee,Engineering,5737.5,803.25,438.92,0.0,372.94,4122.39
07/28/2025,E4008,Jacob Nguyen,Engineering,5895.83,825.42,451.03,0.0,383.23,4236.15
07/28/2025,E4009,James Torres,Engineering,5979.17,837.08,457.41,0.0,388.65,4296.03
07/28/2025,E4010,Robert Clark,Engineering,5912.5,827.75,452.31,0.0,384.31,4248.13
07/28/2025,E4011,Elizabeth Wilson,Engineering,6383.33,893.67,488.32,0.0,414.92,4586.42
07/28/2025,E4012,David Lewis,Engineering,6000.0,840.0,459.0,0.0,390.0,4311.0
07/28/2025,E4013,Grace Thompson,Engineering,5491.67,768.83,420.11,0.0,356.96,3945.77
07/28/2025,E4014,Carlos Perez,Engineering,7287.5,1020.25,557.49,0.0,473.69,5236.07
07/28/2025,E4016,Amanda Perez,Engineering,5500.0,770.0,420.75,0.0,357.5,3951.75
07/28/2025,E4018,Diego Lee,Engineering,6525.0,913.5,499.16,0.0,424.12,4688.22
07/28/2025,E4019,Ashley Lewis,Sales & Marketing,5379.17,753.08,411.51,0.0,349.65,3864.93
07/28/2025,E4020,James Green,Sales & Marketing,5325.0,745.5,407.36,0.0,346.12,3826.02
07/28/2025,E4021,Rebecca Rivera,Sales & Marketing,3270.83,457.92,250.22,0.0,212.6,2350.09
07/28/2025,E4022,Timothy Martinez,Sales & Marketing,5183.33,725.67,396.52,0.0,336.92,3724.22
07/28/2025,E4023,Rebecca Thompson,Sales & Marketing,3854.17,539.58,294.84,0.0,250.52,2769.23
07/28/2025,E4024,Eric Rodriguez,Sales & Marketing,3933.33,550.67,300.9,0.0,255.67,2826.09
07/28/2025,E4025,Stephanie Thomas,Sales & Marketing,3416.67,478.33,261.38,0.0,222.08,2454.88
07/28/2025,E4026,James Nelson,Sales & Marketing,4975.0,696.5,380.59,0.0,323.38,3574.53
07/28/2025,E4027,Karen Harris,Sales & Marketing,5341.67,747.83,408.64,0.0,347.21,3837.99
07/28/2025,E4028,Linda Young,Sales & Marketing,2933.33,410.67,224.4,0.0,190.67,2107.59
07/28/2025,E4029,Carol Allen,Sales & Marketing,4279.17,599.08,327.36,0.0,278.15,3074.58
07/28/2025,E4030,Jacob Sanchez,Sales & Marketing,4045.83,566.42,309.51,0.0,262.98,2906.92
07/28/2025,E4031,Michelle White,Customer Support,2841.67,397.83,217.39,0.0,184.71,2041.74
07/28/2025,E4032,Sandra Nelson,Customer Support,2445.83,342.42,187.11,0.0,158.98,1757.32
07/28/2025,E4033,Angela Chen,Customer Support,2720.83,380.92,208.14,0.0,176.85,1954.92
