pay_date,emp_id,employee_name,department,gross_pay,federal_tax,fica,state_ui,net_pay
07/05/2025,E7020,Ryan King,Marketing & CS,3454.17,449.04,264.24,20.73,2720.16
07/05/2025,E7021,Timothy Thompson,G&A,4883.33,634.83,373.57,29.3,3845.63
07/05/2025,E7022,Andrew Scott,G&A,3779.17,491.29,289.11,22.68,2976.09
07/05/2025,E7023,Timothy Davis,G&A,5245.83,681.96,401.31,31.47,4131.09
07/05/2025,E7025,Hiro Harris,G&A,5491.67,713.92,420.11,32.95,4324.69
07/20/2025,E7001,Priya Clark,Warehouse & Ops,2220.83,288.71,169.89,13.32,1748.91
07/20/2025,E7002,Ashley Baker,Warehouse & Ops,2312.5,300.62,176.91,13.88,1821.09
07/20/2025,E7003,Karen Ramirez,Warehouse & Ops,1916.67,249.17,146.63,11.5,1509.37
07/20/2025,E7004,Shirley Williams,Warehouse & Ops,1954.17,254.04,149.49,11.73,1538.91
07/20/2025,E7005,Deborah Gonzalez,Warehouse & Ops,2333.33,303.33,178.5,14.0,1837.5
07/20/2025,E7006,Omar Gonzalez,Warehouse & Ops,1779.17,231.29,136.11,10.68,1401.09
07/20/2025,E7007,Deborah Walker,Warehouse & Ops,2308.33,300.08,176.59,13.85,1817.81
07/20/2025,E7008,Angela Mitchell,Warehouse & Ops,1691.67,219.92,129.41,10.15,1332.19
07/20/2025,E7009,Robert King,Warehouse & Ops,2179.17,283.29,166.71,13.08,1716.09
07/20/2025,E7010,Shirley Walker,Warehouse & Ops,2212.5,287.62,169.26,13.28,1742.34
07/20/2025,E7012,Michelle Smith,Warehouse & Ops,1616.67,210.17,123.68,9.7,1273.12
07/20/2025,E7013,Ashley Davis,Marketing & CS,2325.0,302.25,177.86,13.95,1830.94
07/20/2025,E7014,Steven Hall,Marketing & CS,2654.17,345.04,203.04,15.93,2090.16
07/20/2025,E7015,Ashley Ramirez,Marketing & CS,3450.0,448.5,263.93,20.7,2716.87
07/20/2025,E7016,Melissa Adams,Marketing & CS,3804.17,494.54,291.02,22.83,2995.78
07/20/2025,E7017,George Jackson,Marketing & CS,2641.67,343.42,202.09,15.85,2080.31
07/20/2025,E7018,Eric Roberts,Marketing & CS,2616.67,340.17,200.18,15.7,2060.62
07/20/2025,E7019,Karen Flores,Marketing & CS,3787.5,492.38,289.74,22.73,2982.65
07/20/2025,E7020,Ryan King,Marketing & CS,3454.17,449.04,264.24,20.73,2720.16
07/20/2025,E7021,Timothy Thompson,G&A,4883.33,634.83,373.57,29.3,3845.63
07/20/2025,E7022,Andrew Scott,G&A,3779.17,491.29,289.11,22.68,2976.09
07/20/2025,E7023,Timothy Davis,G&A,5245.83,681.96,401.31,31.47,4131.09
07/20/2025,E7025,Hiro Harris,G&A,5491.67,713.92,420.11,32.95,4324.69
08/05/2025,E7001,Priya Clark,Warehouse & Ops,2220.83,288.71,169.89,13.32,1748.91
08/05/2025,E7002,Ashley Baker,Warehouse & Ops,2312.5,300.62,176.91,13.88,1821.09
08/05/2025,E7003,Karen Ramirez,Warehouse & Ops,1916.67,249.17,146.63,11.5,1509.37
08/05/2025,E7004,Shirley Williams,Warehouse & Ops,1954.17,254.04,149.49,11.73,1538.91
08/05/2025,E7005,Deborah Gonzalez,Warehouse & Ops,2333.33,303.33,178.5,14.0,1837.5
08/05/2025,E7006,Omar Gonzalez,Warehouse & Ops,1779.17,231.29,136.11,10.68,1401.09
08/05/2025,E7007,Deborah Walker,Warehouse & Ops,2308.33,300.08,176.59,13.85,1817.81
08/05/2025,E7008,Angela Mitchell,Warehouse & Ops,1691.67,219.92,129.41,10.15,1332.19
08/05/2025,E7009,Robert King,Warehouse & Ops,2179.17,283.29,166.71,13.08,1716.09
08/05/2025,E7010,Shirley Walker,Warehouse & Ops,2212.5,287.62,169.26,13.28,1742.34
08/05/2025,E7011,Susan Lopez,Warehouse & Ops,1808.33,235.08,138.34,10.85,1424.06
08/05/2025,E7012,Michelle Smith,Warehouse & Ops,1616.67,210.17,123.68,9.7,1273.12
08/05/2025,E7013,Ashley Davis,Marketing & CS,2325.0,302.25,177.86,13.95,1830.94
08/05/2025,E7014,Steven Hall,Marketing & CS,2654.17,345.04,203.04,15.93,2090.16
08/05/2025,E7015,Ashley Ramirez,Marketing & CS,3450.0,448.5,263.93,20.7,2716.87
08/05/2025,E7016,Melissa Adams,Marketing & CS,3804.17,494.54,291.02,22.83,2995.78
08/05/2025,E7017,George Jackson,Marketing & CS,2641.67,343.42,202.09,15.85,2080.31
08/05/2025,E7018,Eric Roberts,Marketing & CS,2616.67,340.17,200.18,15.7,2060.62
08/05/2025,E7019,Karen Flores,Marketing & CS,3787.5,492.38,289.74,22.73,2982.65
08/05/2025,E7020,Ryan King,Marketing & CS,3454.17,449.04,264.24,20.73,2720.16
08/05/2025,E7021,Timothy Thompson,G&A,4883.33,634.83,373.57,29.3,3845.63
08/05/2025,E7022,Andrew Scott,G&A,3779.17,491.29,289.11,22.68,2976.09
08/05/2025,E7023,Timothy Davis,G&A,5245.83,681.96,401.31,31.47,4131.09
08/05/2025,E7025,Hiro Harris,G&A,5491.67,713.92,420.11,32.95,4324.69
08/20/2025,E7001,Priya Clark,Warehouse & Ops,2220.83,288.71,169.89,13.32,1748.91
08/20/2025,E7002,Ashley Baker,Warehouse & Ops,2312.5,300.62,176.91,13.88,1821.09
08/20/2025,E7003,Karen Ramirez,Warehouse & Ops,1916.67,249.17,146.63,11.5,1509.37
08/20/2025,E7004,Shirley Williams,Warehouse & Ops,1954.17,254.04,149.49,11.73,1538.91
08/20/2025,E7005,Deborah Gonzalez,Warehouse & Ops,2333.33,303.33,178.5,14.0,1837.5
08/20/2025,E7006,Omar Gonzalez,Warehouse & Ops,1779.17,231.29,136.11,10.68,1401.09
08/20/2025,E7007,Deborah Walker,Warehouse & Ops,2308.33,300.08,176.59,13.85,1817.81
08/20/2025,E7008,Angela Mitchell,Warehouse & Ops,1691.67,219.92,129.41,10.15,1332.19
08/20/2025,E7009,Robert King,Warehouse & Ops,2179.17,283.29,166.71,13.08,1716.09
08/20/2025,E7010,Shirley Walker,Warehouse & Ops,2212.5,287.62,169.26,13.28,1742.34
08/20/2025,E7011,Susan Lopez,Warehouse & Ops,1808.33,235.08,138.34,10.85,1424.06
08/20/2025,E7012,Michelle Smith,Warehouse & Ops,1616.67,210.17,123.68,9.7,1273.12
08/20/2025,E7013,Ashley Davis,Marketing & CS,2325.0,302.25,177.86,13.95,1830.94
08/20/2025,E7014,Steven Hall,Marketing & CS,2654.17,345.04,203.04,15.93,2090.16
08/20/2025,E7015,Ashley Ramirez,Marketing & CS,3450.0,448.5,263.93,20.7,2716.87
08/20/2025,E7016,Melissa Adams,Marketing & CS,3804.17,494.54,291.02,22.83,2995.78
08/20/2025,E7017,George Jackson,Marketing & CS,2641.67,343.42,202.09,15.85,2080.31
08/20/2025,E7018,Eric Roberts,Marketing & CS,2616.67,340.17,200.18,15.7,2060.62
08/20/2025,E7019,Karen Flores,Marketing & CS,3787.5,492.38,289.74,22.73,2982.65
08/20/2025,E7020,Ryan King,Marketing & CS,3454.17,449.04,264.24,20.73,2720.16
08/20/2025,E7021,Timothy Thompson,G&A,4883.33,634.83,373.57,29.3,3845.63
08/20/2025,E7022,Andrew Scott,G&A,3779.17,491.29,289.11,22.68,2976.09
08/20/2025,E7023,Timothy Davis,G&A,5245.83,681.96,401.31,31.47,4131.09
08/20/2025,E7025,Hiro Harris,G&A,5491.67,713.92,420.11,32.95,4324.69
09/05/2025,E7001,Priya Clark,Warehouse & Ops,2220.83,288.71,169.89,13.32,1748.91
09/05/2025,E7002,Ashley Baker,Warehouse & Ops,2312.5,300.62,176.91,13.88,1821.09
09/05/2025,E7003,Karen Ramirez,Warehouse & Ops,1916.67,249.17,146.63,11.5,1509.37
09/05/2025,E7004,Shirley Williams,Warehouse & Ops,1954.17,254.04,149.49,11.73,1538.91
09/05/2025,E7005,Deborah Gonzalez,Warehouse & Ops,2333.33,303.33,178.5,14.0,1837.5
09/05/2025,E7006,Omar Gonzalez,Warehouse & Ops,1779.17,231.29,136.11,10.68,1401.09
09/05/2025,E7007,Deborah Walker,Warehouse & Ops,2308.33,300.08,176.59,13.85,1817.81
09/05/2025,E7008,Angela Mitchell,Warehouse & Ops,1691.67,219.92,129.41,10.15,1332.19
09/05/2025,E7009,Robert King,Warehouse & Ops,2179.17,283.29,166.71,13.08,1716.09
09/05/2025,E7010,Shirley Walker,Warehouse & Ops,2212.5,287.62,169.26,13.28,1742.34
09/05/2025,E7011,Susan Lopez,Warehouse & Ops,1808.33,235.08,138.34,10.85,1424.06
09/05/2025,E7012,Michelle Smith,Warehouse & Ops,1616.67,210.17,123.68,9.7,1273.12
09/05/2025,E7013,Ashley Davis,Marketing & CS,2325.0,302.25,177.86,13.95,1830.94
09/05/2025,E7014,Steven Hall,Marketing & CS,2654.17,345.04,203.04,15.93,2090.16
09/05/2025,E7015,Ashley Ramirez,Marketing & CS,3450.0,448.5,263.93,20.7,2716.87
09/05/2025,E7016,Melissa Adams,Marketing & CS,3804.17,494.54,291.02,22.83,2995.78
09/05/2025,E7017,George Jackson,Marketing & CS,2641.67,343.42,202.09,15.85,2080.31
09/05/2025,E7018,Eric Roberts,Marketing & CS,2616.67,340.17,200.18,15.7,2060.62
09/05/2025,E7019,Karen Flores,Marketing & CS,3787.5,492.38,289.74,22.73,2982.65
09/05/2025,E7020,Ryan King,Marketing & CS,3454.17,449.04,264.24,20.73,2720.16
09/05/2025,E7021,Timothy Thompson,G&A,4883.33,634.83,373.57,29.3,3845.63
09/05/2025,E7022,Andrew Scott,G&A,3779.17,491.29,289.11,22.68,2976.09
09/05/2025,E7023,Timothy Davis,G&A,5245.83,681.96,401.31,31.47,4131.09
09/05/2025,E7025,Hiro Harris,G&A,5491.67,713.92,420.11,32.95,4324.69
09/20/2025,E7001,Priya Clark,Warehouse & Ops,2220.83,288.71,169.89,13.32,1748.91
09/20/2025,E7002,Ashley Baker,Warehouse & Ops,2312.5,300.62,176.91,13.88,1821.09
09/20/2025,E7003,Karen Ramirez,Warehouse & Ops,1916.67,249.17,146.63,11.5,1509.37
09/20/2025,E7004,Shirley Williams,Warehouse & Ops,1954.17,254.04,149.49,11.73,1538.91
09/20/2025,E7005,Deborah Gonzalez,Warehouse & Ops,2333.33,303.33,178.5,14.0,1837.5
09/20/2025,E7006,Omar Gonzalez,Warehouse & Ops,1779.17,231.29,136.11,10.68,1401.09
09/20/2025,E7007,Deborah Walker,Warehouse & Ops,2308.33,300.08,176.59,13.85,1817.81
09/20/2025,E7008,Angela Mitchell,Warehouse & Ops,1691.67,219.92,129.41,10.15,1332.19
09/20/2025,E7009,Robert King,Warehouse & Ops,2179.17,283.29,166.71,13.08,1716.09
09/20/2025,E7010,Shirley Walker,Warehouse & Ops,2212.5,287.62,169.26,13.28,1742.34
09/20/2025,E7011,Susan Lopez,Warehouse & Ops,1808.33,235.08,138.34,10.85,1424.06
09/20/2025,E7012,Michelle Smith,Warehouse & Ops,1616.67,210.17,123.68,9.7,1273.12
09/20/2025,E7013,Ashley Davis,Marketing & CS,2325.0,302.25,177.86,13.95,1830.94
09/20/2025,E7014,Steven Hall,Marketing & CS,2654.17,345.04,203.04,15.93,2090.16
09/20/2025,E7015,Ashley Ramirez,Marketing & CS,3450.0,448.5,263.93,20.7,2716.87
09/20/2025,E7016,Melissa Adams,Marketing & CS,3804.17,494.54,291.02,22.83,2995.78
09/20/2025,E7017,George Jackson,Marketing & CS,2641.67,343.42,202.09,15.85,2080.31
09/20/2025,E7018,Eric Roberts,Marketing & CS,2616.67,340.17,200.18,15.7,2060.62
09/20/2025,E7019,Karen Flores,Marketing & CS,3787.5,492.38,289.74,22.73,2982.65
09/20/2025,E7020,Ryan King,Marketing & CS,3454.17,449.04,264.24,20.73,2720.16
09/20/2025,E7021,Timothy Thompson,G&A,4883.33,634.83,373.57,29.3,3845.63
09/20/2025,E7022,Andrew Scott,G&A,3779.17,491.29,289.11,22.68,2976.09
09/20/2025,E7023,Timothy Davis,G&A,5245.83,681.96,401.31,31.47,4131.09
09/20/2025,E7025,Hiro Harris,G&A,5491.67,713.92,420.11,32.95,4324.69
10/05/2025,E7001,Priya Clark,Warehouse & Ops,2220.83,288.71,169.89,13.32,1748.91
10/05/2025,E7002,Ashley Baker,Warehouse & Ops,2312.5,300.62,176.91,13.88,1821.09
10/05/2025,E7003,Karen Ramirez,Warehouse & Ops,1916.67,249.17,146.63,11.5,1509.37
10/05/2025,E7004,Shirley Williams,Warehouse & Ops,1954.17,254.04,149.49,11.73,1538.91
10/05/2025,E7005,Deborah Gonzalez,Warehouse & Ops,2333.33,303.33,178.5,14.0,1837.5
10/05/2025,E7006,Omar Gonzalez,Warehouse & Ops,1779.17,231.29,136.11,10.68,1401.09
10/05/2025,E7007,Deborah Walker,Warehouse & Ops,2308.33,300.08,176.59,13.85,1817.81
10/05/2025,E7008,Angela Mitchell,Warehouse & Ops,1691.67,219.92,129.41,10.15,1332.19
10/05/2025,E7009,Robert King,Warehouse & Ops,2179.17,283.29,166.71,13.08,1716.09
10/05/2025,E7010,Shirley Walker,Warehouse & Ops,2212.5,287.62,169.26,13.28,1742.34
10/05/2025,E7011,Susan Lopez,Warehouse & Ops,1808.33,235.08,138.34,10.85,1424.06
10/05/2025,E7012,Michelle Smith,Warehouse & Ops,1616.67,210.17,123.68,9.7,1273.12
10/05/2025,E7013,Ashley Davis,Marketing & CS,2325.0,302.25,177.86,13.95,1830.94
10/05/2025,E7014,Steven Hall,Marketing & CS,2654.17,345.04,203.04,15.93,2090.16
10/05/2025,E7015,Ashley Ramirez,Marketing & CS,3450.0,448.5,263.93,20.7,2716.87
10/05/2025,E7016,Melissa Adams,Marketing & CS,3804.17,494.54,291.02,22.83,2995.78
10/05/2025,E7017,George Jackson,Marketing & CS,2641.67,343.42,202.09,15.85,2080.31
10/05/2025,E7018,Eric Roberts,Marketing & CS,2616.67,340.17,200.18,15.7,2060.62
10/05/2025,E7019,Karen Flores,Marketing & CS,3787.5,492.38,289.74,22.73,2982.65
10/05/2025,E7020,Ryan King,Marketing & CS,3454.17,449.04,264.24,20.73,2720.16
10/05/2025,E7021,Timothy Thompson,G&A,4883.33,634.83,373.57,29.3,3845.63
10/05/2025,E7022,Andrew Scott,G&A,3779.17,491.29,289.11,22.68,2976.09
10/05/2025,E7023,Timothy Davis,G&A,5245.83,681.96,401.31,31.47,4131.09
10/05/2025,E7025,Hiro Harris,G&A,5491.67,713.92,420.11,32.95,4324.69
10/05/2025,E7026,Elizabeth Jackson,G&A,5562.5,723.12,425.53,33.38,4380.47
10/20/2025,E7001,Priya Clark,Warehouse & Ops,2220.83,288.71,169.89,13.32,1748.91
10/20/2025,E7002,Ashley Baker,Warehouse & Ops,2312.5,300.62,176.91,13.88,1821.09
10/20/2025,E7003,Karen Ramirez,Warehouse & Ops,1916.67,249.17,146.63,11.5,1509.37
10/20/2025,E7004,Shirley Williams,Warehouse & Ops,1954.17,254.04,149.49,11.73,1538.91
10/20/2025,E7005,Deborah Gonzalez,Warehouse & Ops,2333.33,303.33,178.5,14.0,1837.5
10/20/2025,E7006,Omar Gonzalez,Warehouse & Ops,1779.17,231.29,136.11,10.68,1401.09
10/20/2025,E7007,Deborah Walker,Warehouse & Ops,2308.33,300.08,176.59,13.85,1817.81
10/20/2025,E7008,Angela Mitchell,Warehouse & Ops,1691.67,219.92,129.41,10.15,1332.19
10/20/2025,E7009,Robert King,Warehouse & Ops,2179.17,283.29,166.71,13.08,1716.09
10/20/2025,E7010,Shirley Walker,Warehouse & Ops,2212.5,287.62,169.26,13.28,1742.34
10/20/2025,E7011,Susan Lopez,Warehouse & Ops,1808.33,235.08,138.34,10.85,1424.06
10/20/2025,E7012,Michelle Smith,Warehouse & Ops,1616.67,210.17,123.68,9.7,1273.12
10/20/2025,E7013,Ashley Davis,Marketing & CS,2325.0,302.25,177.86,13.95,1830.94
10/20/2025,E7014,Steven Hall,Marketing & CS,2654.17,345.04,203.04,15.93,2090.16
10/20/2025,E7015,Ashley Ramirez,Marketing & CS,3450.0,448.5,263.93,20.7,2716.87
10/20/2025,E7016,Melissa Adams,Marketing & CS,3804.17,494.54,291.02,22.83,2995.78
10/20/2025,E7017,George Jackson,Marketing & CS,2641.67,343.42,202.09,15.85,2080.31
10/20/2025,E7018,Eric Roberts,Marketing & CS,2616.67,340.17,200.18,15.7,2060.62
10/20/2025,E7019,Karen Flores,Marketing & CS,3787.5,492.38,289.74,22.73,2982.65
10/20/2025,E7020,Ryan King,Marketing & CS,3454.17,449.04,264.24,20.73,2720.16
10/20/2025,E7021,Timothy Thompson,G&A,4883.33,634.83,373.57,29.3,3845.63
10/20/2025,E7022,Andrew Scott,G&A,3779.17,491.29,289.11,22.68,2976.09
10/20/2025,E7023,Timothy Davis,G&A,5245.83,681.96,401.31,31.47,4131.09
10/20/2025,E7025,Hiro Harris,G&A,5491.67,713.92,420.11,32.95,4324.69
10/20/2025,E7026,Elizabeth Jackson,G&A,5562.5,723.12,425.53,33.38,4380.47
11/05/2025,E7001,Priya Clark,Warehouse & Ops,2220.83,288.71,169.89,13.32,1748.91
11/05/2025,E7002,Ashley Baker,Warehouse & Ops,2312.5,300.62,176.91,13.88,1821.09
11/05/2025,E7003,Karen Ramirez,Warehouse & Ops,1916.67,249.17,146.63,11.5,1509.37
11/05/2025,E7004,Shirley Williams,Warehouse & Ops,1954.17,254.04,149.49,11.73,1538.91
11/05/2025,E7005,Deborah Gonzalez,Warehouse & Ops,2333.33,303.33,178.5,14.0,1837.5
11/05/2025,E7006,Omar Gonzalez,Warehouse & Ops,1779.17,231.29,136.11,10.68,1401.09
11/05/2025,E7007,Deborah Walker,Warehouse & Ops,2308.33,300.08,176.59,13.85,1817.81
11/05/2025,E7008,Angela Mitchell,Warehouse & Ops,1691.67,219.92,129.41,10.15,1332.19
11/05/2025,E7009,Robert King,Warehouse & Ops,2179.17,283.29,166.71,13.08,1716.09
11/05/2025,E7010,Shirley Walker,Warehouse & Ops,2212.5,287.62,169.26,13.28,1742.34
11/05/2025,E7011,Susan Lopez,Warehouse & Ops,1808.33,235.08,138.34,10.85,1424.06
11/05/2025,E7012,Michelle Smith,Warehouse & Ops,1616.67,210.17,123.68,9.7,1273.12
11/05/2025,E7013,Ashley Davis,Marketing & CS,2325.0,302.25,177.86,13.95,1830.94
11/05/2025,E7014,Steven Hall,Marketing & CS,2654.17,345.04,203.04,15.93,2090.16
11/05/2025,E7015,Ashley Ramirez,Marketing & CS,3450.0,448.5,263.93,20.7,2716.87
11/05/2025,E7016,Melissa Adams,Marketing & CS,3804.17,494.54,291.02,22.83,2995.78
11/05/2025,E7017,George Jackson,Marketing & CS,2641.67,343.42,202.09,15.85,2080.31
11/05/2025,E7018,Eric Roberts,Marketing & CS,2616.67,340.17,200.18,15.7,2060.62
11/05/2025,E7019,Karen Flores,Marketing & CS,3787.5,492.38,289.74,22.73,2982.65
11/05/2025,E7020,Ryan King,Marketing & CS,3454.17,449.04,264.24,20.73,2720.16
11/05/2025,E7021,Timothy Thompson,G&A,4883.33,634.83,373.57,29.3,3845.63
11/05/2025,E7022,Andrew Scott,G&A,3779.17,491.29,289.11,22.68,2976.09
11/05/2025,E7023,Timothy Davis,G&A,5245.83,681.96,401.31,31.47,4131.09
11/05/2025,E7025,Hiro Harris,G&A,5491.67,713.92,420.11,32.95,4324.69
11/05/2025,E7026,Elizabeth Jackson,G&A,5562.5,723.12,425.53,33.38,4380.47
11/20/2025,E7001,Priya Clark,Warehouse & Ops,2220.83,288.71,169.89,13.32,1748.91
11/20/2025,E7002,Ashley Baker,Warehouse & Ops,2312.5,300.62,176.91,13.88,1821.09
11/20/2025,E7003,Karen Ramirez,Warehouse & Ops,1916.67,249.17,146.63,11.5,1509.37
11/20/2025,E7004,Shirley Williams,Warehouse & Ops,1954.17,254.04,149.49,11.73,1538.91
11/20/2025,E7005,Deborah Gonzalez,Warehouse & Ops,2333.33,303.33,178.5,14.0,1837.5
11/20/2025,E7006,Omar Gonzalez,Warehouse & Ops,1779.17,231.29,136.11,10.68,1401.09
11/20/2025,E7007,Deborah Walker,Warehouse & Ops,2308.33,300.08,176.59,13.85,1817.81
11/20/2025,E7008,Angela Mitchell,Warehouse & Ops,1691.67,219.92,129.41,10.15,1332.19
11/20/2025,E7009,Robert King,Warehouse & Ops,2179.17,283.29,166.71,13.08,1716.09
11/20/2025,E7010,Shirley Walker,Warehouse & Ops,2212.5,287.62,169.26,13.28,1742.34
11/20/2025,E7011,Susan Lopez,Warehouse & Ops,1808.33,235.08,138.34,10.85,1424.06
11/20/2025,E7012,Michelle Smith,Warehouse & Ops,1616.67,210.17,123.68,9.7,1273.12
11/20/2025,E7013,Ashley Davis,Marketing & CS,2325.0,302.25,177.86,13.95,1830.94
11/20/2025,E7014,Steven Hall,Marketing & CS,2654.17,345.04,203.04,15.93,2090.16
11/20/2025,E7015,Ashley Ramirez,Marketing & CS,3450.0,448.5,263.93,20.7,2716.87
11/20/2025,E7016,Melissa Adams,Marketing & CS,3804.17,494.54,291.02,22.83,2995.78
11/20/2025,E7017,George Jackson,Marketing & CS,2641.67,343.42,202.09,15.85,2080.31
11/20/2025,E7018,Eric Roberts,Marketing & CS,2616.67,340.17,200.18,15.7,2060.62
11/20/2025,E7019,Karen Flores,Marketing & CS,3787.5,492.38,289.74,22.73,2982.65
11/20/2025,E7020,Ryan King,Marketing & CS,3454.17,449.04,264.24,20.73,2720.16
11/20/2025,E7021,Timothy Thompson,G&A,4883.33,634.83,373.57,29.3,3845.63
11/20/2025,E7022,Andrew Scott,G&A,3779.17,491.29,289.11,22.68,2976.09
11/20/2025,E7023,Timothy Davis,G&A,5245.83,681.96,401.31,31.47,4131.09
11/20/2025,E7025,Hiro Harris,G&A,5491.67,713.92,420.11,32.95,4324.69
11/20/2025,E7026,Elizabeth Jackson,G&A,5562.5,723.12,425.53,33.38,4380.47
12/05/2025,E7001,Priya Clark,Warehouse & Ops,2220.83,288.71,169.89,13.32,1748.91
12/05/2025,E7002,Ashley Baker,Warehouse & Ops,2312.5,300.62,176.91,13.88,1821.09
12/05/2025,E7003,Karen Ramirez,Warehouse & Ops,1916.67,249.17,146.63,11.5,1509.37
12/05/2025,E7004,Shirley Williams,Warehouse & Ops,1954.17,254.04,149.49,11.73,1538.91
12/05/2025,E7005,Deborah Gonzalez,Warehouse & Ops,2333.33,303.33,178.5,14.0,1837.5
12/05/2025,E7006,Omar Gonzalez,Warehouse & Ops,1779.17,231.29,136.11,10.68,1401.09
12/05/2025,E7007,Deborah Walker,Warehouse & Ops,2308.33,300.08,176.59,13.85,1817.81
12/05/2025,E7008,Angela Mitchell,Warehouse & Ops,1691.67,219.92,129.41,10.15,1332.19
12/05/2025,E7009,Robert King,Warehouse & Ops,2179.17,283.29,166.71,13.08,1716.09
12/05/2025,E7010,Shirley Walker,Warehouse & Ops,2212.5,287.62,169.26,13.28,1742.34
12/05/2025,E7011,Susan Lopez,Warehouse & Ops,1808.33,235.08,138.34,10.85,1424.06
12/05/2025,E7012,Michelle Smith,Warehouse & Ops,1616.67,210.17,123.68,9.7,1273.12
12/05/2025,E7013,Ashley Davis,Marketing & CS,2325.0,302.25,177.86,13.95,1830.94
12/05/2025,E7014,Steven Hall,Marketing & CS,2654.17,345.04,203.04,15.93,2090.16
12/05/2025,E7015,Ashley Ramirez,Marketing & CS,3450.0,448.5,263.93,20.7,2716.87
12/05/2025,E7016,Melissa Adams,Marketing & CS,3804.17,494.54,291.02,22.83,2995.78
12/05/2025,E7017,George Jackson,Marketing & CS,2641.67,343.42,202.09,15.85,2080.31
12/05/2025,E7018,Eric Roberts,Marketing & CS,2616.67,340.17,200.18,15.7,2060.62
12/05/2025,E7019,Karen Flores,Marketing & CS,3787.5,492.38,289.74,22.73,2982.65
12/05/2025,E7020,Ryan King,Marketing & CS,3454.17,449.04,264.24,20.73,2720.16
12/05/2025,E7021,Timothy Thompson,G&A,4883.33,634.83,373.57,29.3,3845.63
12/05/2025,E7022,Andrew Scott,G&A,3779.17,491.29,289.11,22.68,2976.09
12/05/2025,E7023,Timothy Davis,G&A,5245.83,681.96,401.31,31.47,4131.09
12/05/2025,E7025,Hiro Harris,G&A,5491.67,713.92,420.11,32.95,4324.69
12/05/2025,E7026,Elizabeth Jackson,G&A,5562.5,723.12,425.53,33.38,4380.47
12/20/2025,E7001,Priya Clark,Warehouse & Ops,2220.83,288.71,169.89,13.32,1748.91
12/20/2025,E7002,Ashley Baker,Warehouse & Ops,2312.5,300.62,176.91,13.88,1821.09
12/20/2025,E7003,Karen Ramirez,Warehouse & Ops,1916.67,249.17,146.63,11.5,1509.37
12/20/2025,E7004,Shirley Williams,Warehouse & Ops,1954.17,254.04,149.49,11.73,1538.91
12/20/2025,E7005,Deborah Gonzalez,Warehouse & Ops,2333.33,303.33,178.5,14.0,1837.5
12/20/2025,E7006,Omar Gonzalez,Warehouse & Ops,1779.17,231.29,136.11,10.68,1401.09
12/20/2025,E7007,Deborah Walker,Warehouse & Ops,2308.33,300.08,176.59,13.85,1817.81
12/20/2025,E7008,Angela Mitchell,Warehouse & Ops,1691.67,219.92,129.41,10.15,1332.19
12/20/2025,E7009,Robert King,Warehouse & Ops,2179.17,283.29,166.71,13.08,1716.09
12/20/2025,E7010,Shirley Walker,Warehouse & Ops,2212.5,287.62,169.26,13.28,1742.34
12/20/2025,E7011,Susan Lopez,Warehouse & Ops,1808.33,235.08,138.34,10.85,1424.06
12/20/2025,E7012,Michelle Smith,Warehouse & Ops,1616.67,210.17,123.68,9.7,1273.12
12/20/2025,E7013,Ashley Davis,Marketing & CS,2325.0,302.25,177.86,13.95,1830.94
12/20/2025,E7014,Steven Hall,Marketing & CS,2654.17,345.04,203.04,15.93,2090.16
12/20/2025,E7015,Ashley Ramirez,Marketing & CS,3450.0,448.5,263.93,20.7,2716.87
12/20/2025,E7016,Melissa Adams,Marketing & CS,3804.17,494.54,291.02,22.83,2995.78
12/20/2025,E7017,George Jackson,Marketing & CS,2641.67,343.42,202.09,15.85,2080.31
12/20/2025,E7018,Eric Roberts,Marketing & CS,2616.67,340.17,200.18,15.7,2060.62
12/20/2025,E7019,Karen Flores,Marketing & CS,3787.5,492.38,289.74,22.73,2982.65
12/20/2025,E7020,Ryan King,Marketing & CS,3454.17,449.04,264.24,20.73,2720.16
12/20/2025,E7021,Timothy Thompson,G&A,4883.33,634.83,373.57,29.3,3845.63
12/20/2025,E7022,Andrew Scott,G&A,3779.17,491.29,289.11,22.68,2976.09
12/20/2025,E7023,Timothy Davis,G&A,5245.83,681.96,401.31,31.47,4131.09
12/20/2025,E7025,Hiro Harris,G&A,5491.67,713.92,420.11,32.95,4324.69
12/20/2025,E7026,Elizabeth Jackson,G&A,5562.5,723.12,425.53,33.38,4380.47
